instance_id,run_id,solved,stopped_reason,duration_s,total_tokens_in,total_tokens_out,planner_tokens_in,planner_tokens_out,coder_tokens_in,coder_tokens_out,reviewer_tokens_in,reviewer_tokens_out,value_tokens_in,value_tokens_out,coder_model,planner_model,reviewer_model,tree_nodes,best_node_depth,best_node_value,mcts_iterations,avg_branching_factor,max_branches,cost_usd,variant,case_set,solve_int,total_tokens
partner_brief_001,I_c2_sweSearch_9b,True,auto_finalized,575.32,17477,537,628,237,16849,300,0,0,2167,277,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,100.0,18,1.0,1,0.0020865000000000002,I,c2,1,18014
profile_preview_001,I_c2_sweSearch_9b,False,reviewer_rejected,1452.9,23359,1027,611,219,21692,601,1056,207,2599,344,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,9,8,50.0,18,1.0,1,0.0028014500000000005,I,c2,0,24386
queue_digest_001,I_c2_sweSearch_9b,True,auto_finalized,282.99,9247,423,627,191,8620,232,0,0,1183,131,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0011260999999999999,I,c2,1,9670
ratio_guard_001,I_c2_sweSearch_9b,True,auto_finalized,453.93,18317,995,564,145,17753,850,0,0,1544,168,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,50.0,18,1.0,1,0.0021605500000000002,I,c2,1,19312
renewal_banner_001,I_c2_sweSearch_9b,True,auto_finalized,537.68,18634,751,601,283,18033,468,0,0,1672,222,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,6,5,100.0,18,1.0,1,0.00217655,I,c2,1,19385
retry_slot_001,I_c2_sweSearch_9b,True,auto_finalized,333.03,8774,444,565,200,8209,244,0,0,1163,125,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.00107905,I,c2,1,9218
shipment_digest_001,I_c2_sweSearch_9b,True,auto_finalized,435.08,12195,499,629,197,11566,302,0,0,1560,188,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0014785500000000001,I,c2,1,12694
sprint_rollup_001,I_c2_sweSearch_9b,True,auto_finalized,630.66,17290,502,622,190,16668,312,0,0,2218,245,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,7,6,100.0,18,1.0,1,0.00206285,I,c2,1,17792
tag_visibility_001,I_c2_sweSearch_9b,True,auto_finalized,437.74,10860,384,556,136,10304,248,0,0,1402,173,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,5,4,100.0,18,1.0,1,0.0013097500000000002,I,c2,1,11244
timeline_caption_001,I_c2_sweSearch_9b,False,reviewer_rejected,1559.05,66123,1726,608,245,64011,1227,1504,254,5459,812,ollama/qwen3.5:9b,ollama/qwen3.5:9b,ollama/qwen3.5:9b,19,18,50.0,18,1.0,1,0.007538900000000001,I,c2,0,67849
window_center_001,I_c2_sweSearch_9b,True,auto_finalized,144.12,8509,287,560,152,7949,135,0,0,1139,135,ollama/qwen3.5:9b,ollama/qwen3.5:9b,,4,3,100.0,18,1.0,1,0.0010281,I,c2,1,8796
board_rollup_001,J_c1_30b_sweSearch,True,auto_finalized,62.26,9232,369,658,199,8574,170,0,0,1127,118,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,92.5,18,1.0,1,0.0009650800000000001,J,c1,1,9601
budget_snapshot_001,J_c1_30b_sweSearch,False,reviewer_rejected,433.25,129400,5082,702,225,126448,4535,2250,322,9903,1015,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,19,18,0.0,18,1.0,1,0.012851399999999999,J,c1,0,134482
contact_card_001,J_c1_30b_sweSearch,False,reviewer_rejected,402.07,125458,2416,607,196,122734,2006,2117,214,6756,975,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,19,18,0.0,18,1.0,1,0.0115266,J,c1,0,127874
digest_preview_001,J_c1_30b_sweSearch,False,reviewer_rejected,389.79,155709,4925,757,272,152529,4426,2423,227,9992,998,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,19,18,0.0,18,1.0,1,0.014914519999999999,J,c1,0,160634
incident_brief_001,J_c1_30b_sweSearch,True,auto_finalized,83.9,23758,907,729,214,23029,693,0,0,1781,246,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,6,5,92.5,18,1.0,1,0.00236596,J,c1,1,24665
invoice_footer_001,J_c1_30b_sweSearch,True,auto_finalized,137.32,52088,1827,590,209,51498,1618,0,0,4836,501,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,12,11,0.0,18,1.0,1,0.00520576,J,c1,1,53915
label_formatter_001,J_c1_30b_sweSearch,True,auto_finalized,124.95,58321,1537,560,172,57761,1365,0,0,4206,493,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,12,10,0.0,18,1.1,2,0.00557056,J,c1,1,59858
median_window_001,J_c1_30b_sweSearch,True,auto_finalized,53.36,8082,304,539,167,7543,137,0,0,1091,140,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,100.0,18,1.0,1,0.0008581600000000001,J,c1,1,8386
milestone_rollup_001,J_c1_30b_sweSearch,True,auto_finalized,61.6,10919,441,582,197,10337,244,0,0,1429,180,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,5,4,92.5,18,1.0,1,0.0011617200000000002,J,c1,1,11360
nested_app_001,J_c1_30b_sweSearch,True,auto_finalized,69.94,17940,625,668,184,17272,441,0,0,1370,210,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,5,4,100.0,18,1.0,1,0.0017786,J,c1,1,18565
owner_recap_001,J_c1_30b_sweSearch,True,auto_finalized,79.95,26729,660,777,210,25952,450,0,0,2697,330,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,8,7,0.0,18,1.0,1,0.0026312799999999997,J,c1,1,27389
owner_sort_001,J_c1_30b_sweSearch,True,auto_finalized,52.32,8232,301,550,161,7682,140,0,0,1118,115,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,100.0,18,1.0,1,0.00086448,J,c1,1,8533
priority_snapshot_001,J_c1_30b_sweSearch,True,auto_finalized,66.22,14566,549,616,201,13950,348,0,0,1761,214,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,6,5,100.0,18,1.0,1,0.0015198,J,c1,1,15115
renewal_preview_001,J_c1_30b_sweSearch,False,reviewer_rejected,241.22,94327,1976,653,189,91560,1633,2114,154,8419,874,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,19,18,0.0,18,1.0,1,0.009017680000000002,J,c1,0,96303
risk_score_001,J_c1_30b_sweSearch,True,auto_finalized,62.28,15322,498,547,167,14775,331,0,0,1143,151,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,100.0,18,1.0,1,0.00149892,J,c1,1,15820
shipment_preview_001,J_c1_30b_sweSearch,False,reviewer_rejected,226.18,70633,1414,715,187,68564,1090,1354,137,5799,886,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,19,18,0.0,18,1.0,1,0.006758559999999999,J,c1,0,72047
simple_mean_bug_001,J_c1_30b_sweSearch,True,auto_finalized,53.68,8647,272,579,119,8068,153,0,0,1087,136,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,100.0,18,1.0,1,0.00089296,J,c1,1,8919
status_slug_001,J_c1_30b_sweSearch,True,auto_finalized,52.9,7970,315,543,164,7427,151,0,0,1124,112,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,0.0,18,1.0,1,0.00084708,J,c1,1,8285
team_digest_001,J_c1_30b_sweSearch,True,auto_finalized,86.14,22549,928,578,172,21971,756,0,0,2464,338,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,7,6,100.0,18,1.0,1,0.0023555200000000003,J,c1,1,23477
workspace_digest_001,J_c1_30b_sweSearch,True,auto_finalized,70.17,26486,551,795,189,25691,362,0,0,1825,263,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,6,5,0.0,18,1.0,1,0.0024928000000000007,J,c1,1,27037
assignee_board_001,J_c2_30b_sweSearch,False,reviewer_rejected,273.56,82185,1244,590,200,79661,896,1934,148,7810,856,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,20,16,100.0,18,1.0555555555555556,2,0.0077876,J,c2,0,83429
campaign_header_001,J_c2_30b_sweSearch,True,auto_finalized,130.35,27626,2080,574,194,27052,1886,0,0,2918,320,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,8,6,0.0,18,1.1666666666666667,2,0.00311552,J,c2,1,29706
comment_highlight_001,J_c2_30b_sweSearch,True,auto_finalized,58.32,11499,384,594,174,10905,210,0,0,1399,165,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,5,4,92.5,18,1.0,1,0.00118556,J,c2,1,11883
dispatch_preview_001,J_c2_30b_sweSearch,False,reviewer_rejected,711.57,141392,9297,576,181,138647,8901,2169,215,9966,963,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,21,10,0.0,18,1.1111111111111112,2,0.01498144,J,c2,0,150689
fee_rounding_001,J_c2_30b_sweSearch,True,auto_finalized,59.29,13663,508,531,160,13132,348,0,0,1018,120,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,0.0,18,1.0,1,0.00135032,J,c2,1,14171
headline_api_001,J_c2_30b_sweSearch,False,reviewer_rejected,353.26,92040,2192,526,195,89498,1807,2016,190,7481,870,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,20,18,0.0,18,1.0555555555555556,2,0.00881904,J,c2,0,94232
incident_brief_c2_001,J_c2_30b_sweSearch,True,auto_finalized,69.77,18367,712,599,197,17768,515,0,0,1449,190,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,5,4,92.5,18,1.0,1,0.00183784,J,c2,1,19079
invoice_summary_001,J_c2_30b_sweSearch,True,auto_finalized,55.8,9258,364,570,204,8688,160,0,0,1005,144,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,100.0,18,1.0,1,0.0009632800000000001,J,c2,1,9622
label_join_001,J_c2_30b_sweSearch,False,,2.87,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.0,0,0.0,0,0.0,J,c2,0,0
partner_brief_001,J_c2_30b_sweSearch,True,auto_finalized,59.68,10161,414,593,186,9568,228,0,0,1394,186,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,5,4,0.0,18,1.0,1,0.0010924,J,c2,1,10575
profile_preview_001,J_c2_30b_sweSearch,False,reviewer_rejected,326.14,150744,2925,576,207,148241,2544,1927,174,9464,1106,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,22,8,0.0,18,1.1666666666666667,2,0.01394532,J,c2,0,153669
queue_digest_001,J_c2_30b_sweSearch,True,auto_finalized,60.14,10865,417,592,184,10273,233,0,0,1409,179,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,5,4,100.0,18,1.0,1,0.0011488000000000002,J,c2,1,11282
ratio_guard_001,J_c2_30b_sweSearch,False,reviewer_rejected,570.2,144983,5909,529,161,142281,5566,2173,182,9508,924,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,21,15,0.0,18,1.1111111111111112,2,0.01427252,J,c2,0,150892
renewal_banner_001,J_c2_30b_sweSearch,False,reviewer_rejected,284.0,64129,1797,566,211,61522,1430,2041,156,6686,1241,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,19,18,0.0,18,1.0,1,0.00651584,J,c2,0,65926
retry_slot_001,J_c2_30b_sweSearch,True,auto_finalized,55.47,8282,334,530,175,7752,159,0,0,1070,156,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,0.0,18,1.0,1,0.00088536,J,c2,1,8616
shipment_digest_001,J_c2_30b_sweSearch,True,auto_finalized,65.63,18442,528,594,228,17848,300,0,0,1463,188,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,5,4,100.0,18,1.0,1,0.00179288,J,c2,1,18970
sprint_rollup_001,J_c2_30b_sweSearch,True,auto_finalized,57.46,8595,390,587,199,8008,191,0,0,1086,143,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,92.5,18,1.0,1,0.00092372,J,c2,1,8985
tag_visibility_001,J_c2_30b_sweSearch,True,auto_finalized,50.19,7792,290,521,121,7271,169,0,0,1011,111,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,100.0,18,1.0,1,0.0008165200000000002,J,c2,1,8082
timeline_caption_001,J_c2_30b_sweSearch,False,reviewer_rejected,277.81,9513,2446,573,194,7432,2115,1508,137,885,112,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,4,3,0.0,18,1.0,1,0.0015480800000000003,J,c2,0,11959
window_center_001,J_c2_30b_sweSearch,True,auto_finalized,54.61,7977,322,525,169,7452,153,0,0,1038,134,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,,4,3,100.0,18,1.0,1,0.0008488800000000001,J,c2,1,8299
board_rollup_001,K_c1_minimal_sweSearch,True,auto_finalized,261.0,12158,318,0,0,12158,318,0,0,2240,303,ollama/qwen3.5:9b,,,7,6,100.0,18,1.0,1,0.00153295,K,c1,1,12476
budget_snapshot_001,K_c1_minimal_sweSearch,False,max_iterations,717.91,52834,479,0,0,52834,479,0,0,10445,1379,ollama/qwen3.5:9b,,,19,18,0.0,18,1.0,1,0.006606600000000001,K,c1,0,53313
contact_card_001,K_c1_minimal_sweSearch,False,max_iterations,565.1,32725,1173,0,0,32725,1173,0,0,4816,618,ollama/qwen3.5:9b,,,15,14,0.0,18,1.0,1,0.004022749999999999,K,c1,0,33898
digest_preview_001,K_c1_minimal_sweSearch,False,max_iterations,708.75,69805,654,0,0,69805,654,0,0,7900,886,ollama/qwen3.5:9b,,,19,18,50.0,18,1.0,1,0.0080015,K,c1,0,70459
incident_brief_001,K_c1_minimal_sweSearch,True,auto_finalized,295.51,17150,284,0,0,17150,284,0,0,2722,353,ollama/qwen3.5:9b,,,8,7,100.0,18,1.0,1,0.00208275,K,c1,1,17434
invoice_footer_001,K_c1_minimal_sweSearch,True,auto_finalized,464.23,31208,927,0,0,31208,927,0,0,5072,499,ollama/qwen3.5:9b,,,12,11,100.0,18,1.0,1,0.0038419000000000005,K,c1,1,32135
label_formatter_001,K_c1_minimal_sweSearch,False,max_iterations,744.05,60009,1364,0,0,60009,1364,0,0,7966,860,ollama/qwen3.5:9b,,,19,18,0.0,18,1.0,1,0.007131100000000001,K,c1,0,61373
median_window_001,K_c1_minimal_sweSearch,True,auto_finalized,147.8,4910,153,0,0,4910,153,0,0,1185,145,ollama/qwen3.5:9b,,,4,3,100.0,18,1.0,1,0.0006542,K,c1,1,5063
milestone_rollup_001,K_c1_minimal_sweSearch,False,parse_failure,226.46,12073,318,0,0,12073,318,0,0,1684,231,ollama/qwen3.5:9b,,,6,5,50.0,18,1.0,1,0.00145805,K,c1,0,12391
nested_app_001,K_c1_minimal_sweSearch,True,auto_finalized,259.19,11859,279,0,0,11859,279,0,0,2248,302,ollama/qwen3.5:9b,,,7,6,50.0,18,1.0,1,0.0014978499999999998,K,c1,1,12138
owner_recap_001,K_c1_minimal_sweSearch,False,parse_failure,545.95,41394,984,0,0,41394,984,0,0,5594,601,ollama/qwen3.5:9b,,,14,13,50.0,18,1.0,1,0.0049365500000000005,K,c1,0,42378
owner_sort_001,K_c1_minimal_sweSearch,True,auto_finalized,181.65,7221,206,0,0,7221,206,0,0,1566,176,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.000936,K,c1,1,7427
priority_snapshot_001,K_c1_minimal_sweSearch,False,parse_failure,190.09,10271,290,0,0,10271,290,0,0,1367,183,ollama/qwen3.5:9b,,,5,4,50.0,18,1.0,1,0.0012347500000000002,K,c1,0,10561
renewal_preview_001,K_c1_minimal_sweSearch,False,max_iterations,702.87,47703,576,0,0,47703,576,0,0,7169,926,ollama/qwen3.5:9b,,,19,18,100.0,18,1.0,1,0.0057125,K,c1,0,48279
risk_score_001,K_c1_minimal_sweSearch,True,auto_finalized,181.56,7601,150,0,0,7601,150,0,0,1582,199,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.0009706500000000001,K,c1,1,7751
shipment_preview_001,K_c1_minimal_sweSearch,False,max_iterations,726.2,55030,652,0,0,55030,652,0,0,7535,829,ollama/qwen3.5:9b,,,19,18,0.0,18,1.0,1,0.006478650000000001,K,c1,0,55682
simple_mean_bug_001,K_c1_minimal_sweSearch,True,auto_finalized,145.31,5197,104,0,0,5197,104,0,0,1181,137,ollama/qwen3.5:9b,,,4,3,100.0,18,1.0,1,0.0006739500000000001,K,c1,1,5301
status_slug_001,K_c1_minimal_sweSearch,True,auto_finalized,184.9,6833,188,0,0,6833,188,0,0,1570,168,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.0008937000000000001,K,c1,1,7021
team_digest_001,K_c1_minimal_sweSearch,True,auto_finalized,206.64,9620,444,0,0,9620,444,0,0,1608,187,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.00121745,K,c1,1,10064
workspace_digest_001,K_c1_minimal_sweSearch,True,auto_finalized,310.44,18899,392,0,0,18899,392,0,0,2680,303,ollama/qwen3.5:9b,,,8,7,50.0,18,1.0,1,0.00226215,K,c1,1,19291
assignee_board_001,K_c2_minimal_sweSearch,False,max_iterations,757.47,59639,847,0,0,59639,847,0,0,7783,814,ollama/qwen3.5:9b,,,19,18,100.0,18,1.0,1,0.00699135,K,c2,0,60486
campaign_header_001,K_c2_minimal_sweSearch,False,max_iterations,728.54,50729,648,0,0,50729,648,0,0,7779,869,ollama/qwen3.5:9b,,,19,18,100.0,18,1.0,1,0.006078350000000001,K,c2,0,51377
comment_highlight_001,K_c2_minimal_sweSearch,True,auto_finalized,191.14,8131,266,0,0,8131,266,0,0,1478,187,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.00102885,K,c2,1,8397
dispatch_preview_001,K_c2_minimal_sweSearch,False,max_iterations,738.23,48581,978,0,0,48581,978,0,0,6933,951,ollama/qwen3.5:9b,,,19,18,0.0,18,1.0,1,0.0058407500000000005,K,c2,0,49559
fee_rounding_001,K_c2_minimal_sweSearch,True,auto_finalized,149.19,4702,128,0,0,4702,128,0,0,1098,128,ollama/qwen3.5:9b,,,4,3,100.0,18,1.0,1,0.0006184000000000001,K,c2,1,4830
headline_api_001,K_c2_minimal_sweSearch,False,max_iterations,772.64,54417,1301,0,0,54417,1301,0,0,7820,898,ollama/qwen3.5:9b,,,19,18,0.0,18,1.0,1,0.006553550000000001,K,c2,0,55718
incident_brief_c2_001,K_c2_minimal_sweSearch,True,auto_finalized,197.11,7450,336,0,0,7450,336,0,0,1550,186,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.0009782999999999999,K,c2,1,7786
invoice_summary_001,K_c2_minimal_sweSearch,True,auto_finalized,182.85,7996,148,0,0,7996,148,0,0,1449,188,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.0009949,K,c2,1,8144
label_join_001,K_c2_minimal_sweSearch,True,auto_finalized,182.65,6371,144,0,0,6371,144,0,0,1301,200,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.0008188,K,c2,1,6515
partner_brief_001,K_c2_minimal_sweSearch,True,auto_finalized,299.85,13182,258,0,0,13182,258,0,0,2384,333,ollama/qwen3.5:9b,,,8,7,100.0,18,1.0,1,0.00164525,K,c2,1,13440
profile_preview_001,K_c2_minimal_sweSearch,False,parse_failure,314.43,16723,453,0,0,16723,453,0,0,2241,278,ollama/qwen3.5:9b,,,8,7,0.0,18,1.0,1,0.00200605,K,c2,0,17176
queue_digest_001,K_c2_minimal_sweSearch,True,auto_finalized,191.33,7522,164,0,0,7522,164,0,0,1502,186,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.0009549000000000001,K,c2,1,7686
ratio_guard_001,K_c2_minimal_sweSearch,False,parse_failure,171.29,7724,450,0,0,7724,450,0,0,1010,111,ollama/qwen3.5:9b,,,4,3,50.0,18,1.0,1,0.00095755,K,c2,0,8174
renewal_banner_001,K_c2_minimal_sweSearch,True,auto_finalized,301.91,10817,619,0,0,10817,619,0,0,2022,276,ollama/qwen3.5:9b,,,7,6,100.0,18,1.0,1,0.00141815,K,c2,1,11436
retry_slot_001,K_c2_minimal_sweSearch,True,auto_finalized,155.94,4854,149,0,0,4854,149,0,0,1163,125,ollama/qwen3.5:9b,,,4,3,100.0,18,1.0,1,0.0006428,K,c2,1,5003
shipment_digest_001,K_c2_minimal_sweSearch,False,parse_failure,201.65,9762,305,0,0,9762,305,0,0,1363,169,ollama/qwen3.5:9b,,,5,4,50.0,18,1.0,1,0.0011836,K,c2,0,10067
sprint_rollup_001,K_c2_minimal_sweSearch,False,,2.85,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.0,0,0.0,0,0.0,K,c2,0,0
tag_visibility_001,K_c2_minimal_sweSearch,True,auto_finalized,191.91,6702,161,0,0,6702,161,0,0,1402,173,ollama/qwen3.5:9b,,,5,4,100.0,18,1.0,1,0.0008605,K,c2,1,6863
timeline_caption_001,K_c2_minimal_sweSearch,False,max_iterations,804.49,51400,1135,0,0,51400,1135,0,0,5462,806,ollama/qwen3.5:9b,,,19,18,50.0,18,1.0,1,0.00597735,K,c2,0,52535
window_center_001,K_c2_minimal_sweSearch,True,auto_finalized,152.62,4761,100,0,0,4761,100,0,0,1139,135,ollama/qwen3.5:9b,,,4,3,100.0,18,1.0,1,0.00062525,K,c2,1,4861
